word,pos,definition
,adjective,very detailed and thorough
minutiae,noun,very small details
miracle,noun,act or event that does not follow the laws of nature and is believed to be caused by God
,noun,lucky thing that happens that you did not expect or think possible
,noun,wonderful example of sth
mirage,noun,"something seen that does not really exist, esp water in the desert"
mire,noun,soft muddy ground
mirror,noun,piece of glass that you can look in and see yourself
,verb,show sb/sth exactly as in a mirror
misadventure,noun,"death caused by accident, rather than as a result of a crime"
,noun,bad luck
misappropriate,verb,take sb else's money or property for yourself
misbehave,verb,behave badly
miscalculate,verb,"estimate amounts, etc wrongly"
miscarriage,noun,process of giving birth to a baby before it has developed enough to stay alive
,noun,incorrect legal decision
miscarry,verb,give birth to a baby before it has developed enough to stay alive
,verb,(of a plan) fail
miscellaneous,adjective,of various kinds
miscellany,noun,collection of things of various kinds
mischance,noun,bad luck
mischief,noun,"behaviour (esp of children) that is bad, but not serious"
,noun,hurt yourself physically
misconceived,adjective,badly planned or judged
misconception,noun,belief or idea that is not based on correct information
misconduct,noun,"unacceptable behaviour, esp by a professional person"
misdeed,noun,bad or evil act
miser,noun,person who loves money and hates spending it
miserable,adjective,very unhappy
,adjective,causing unhappiness
,adjective,poor in quality
misery,noun,great suffering or unhappiness
,noun,person who is always complaining
misfire,verb,(of a plan or joke) fail to have the intended effect
,verb,"(of a gun, etc) fail to work properly"
misfit,noun,person who is not accepted by a group of people
misfortune,noun,(instance of) bad luck
misgiving,noun,feelings of doubt or anxiety
misguided,adjective,wrong because you have understood or judged a situation badly
mishap,noun,small accident or piece of bad luck
misjudge,verb,form a wrong opinion about a person or situation
,verb,"estimate sth, eg time or distance, wrongly"
mislay,verb,put sth down and forget where it is
mislead,verb,cause sb to have a wrong idea or impression about sth
mismanage,verb,deal with or manage sth badly
misprint,noun,mistake in printing
misrepresent,verb,give false information about sb/sth
miss,verb,"fail to hit, catch or reach, etc sth"
,verb,"fail to see, hear or notice sth"
,verb,feel sad because of the absence of sb/sth
,verb,not include sb/sth
,verb,fail to benefit from sth useful or enjoyable by not taking part in it
,noun,used before the family name when speaking to or of an unmarried woman
,noun,"failure to hit, catch or reach sth"
,noun,"decide not to do sth, eat sth, etc"
,adjective,that cannot be found; lost
missile,noun,explosive weapon sent through the air
,noun,object or weapon thrown or fired
mission,noun,"important official job that a person or group of people is given to do, esp abroad"
,noun,"work of teaching people about Christianity, esp in a foreign country; group of people who do this work"
,noun,special work you feel it is your duty to do
,noun,official statement of the aims of a company or organization
misspell,verb,spell a word wrongly
misspend,verb,通常用被动语态/
,verb,spend time or money carelessly
mist,noun,"cloud of very small drops of water in the air, making it difficult to see"
,verb,(cause sth to) become covered with small drops of water
,adjective,with a lot of mist
,adjective,not clear or bright
mistake,noun,"wrong action, idea or opinion"
,noun,accidentally
,verb,not understand or judge sb/sth correctly
,verb,think wrongly that sb/sth is sb/sth else
,adjective,wrong; not correct
mistletoe,noun,"evergreen plant with white berries, used as a Christmas decoration"
mistress,noun,woman that a married man is having a regular sexual relationship with and who is not his wife
,noun,female schoolteacher
,noun,woman in a position of authority
,noun,"female owner of a dog, horse, etc"
mistrust,verb,have no confidence in sb/sth
,noun,lack of confidence; suspicion
misunderstand,verb,fail to understand sb/sth correctly
misuse,verb,use sth in the wrong way or for the wrong purpose
,verb,treat sb badly
mitigate,verb,"make sth less harmful, serious, etc"
mitre,noun,tall pointed hat worn by bishops
mitten,noun,kind of glove that covers the four fingers together and the thumb separately
mix,verb,"(cause two or more substances to) combine, usu in a way that means they cannot easily be separated"
,verb,"meet and talk to different people, esp at social events"
,verb,combine different recordings of voices and /or instruments to produce a single piece of music
,verb,be/become involved in sth bad
,verb,confuse sb/sth with sb/sth else
,noun,set of different substances to be mixed together
,adjective,of different kinds
,adjective,of or for people of both sexes
,noun,machine used for mixing things
,noun,confused situation
mixture,noun,combination of different things
mm,abbreviation,millimetre(s)
moan,verb,make a long low sound of pain
,verb,complain
moat,noun,deep wide channel filled with water that was dug around a castle
mob,noun,noisy disorganized crowd
,noun,group of criminals
,verb,gather round sb in great numbers in order to see them and get their attention
mobile,adjective,that can move or be moved easily from place to place
,noun,ornamental hanging structure with parts that move freely in currents of air
mobile phone,noun,"telephone that does not have wires and works by radio, that you can carry around with you and use anywhere"
mobilize,verb,"(cause sb/sth to) become organized or ready for service, eg in war"
moccasin,noun,soft leather shoe
